"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Apr 15 04:07:15 UTC 2025","Tue Apr 15 04:07:15 UTC 2025","0","tests","test_burger_menu","","","","test_click_burger_menu",""
